vea_id,name,promo,categories,price,unit_price;
"142315,CURADOR LÍQUIDO CLINSY INCOLORO PVC 1 LT.,,""Menú,Limpieza,Limpiadores,Pisos,Curadores"",$ 73.65,$81.83 x Lt";
"142251,CURADOR LÍQUIDO CLINSY NEGRO PVC 1 LT.,,""Menú,Limpieza,Limpiadores,Pisos,Curadores"",$ 73.65,$81.83 x Lt";
"142274,CURADOR LÍQUIDO CLINSY ROJO PVC 1 LT.,,""Menú,Limpieza,Limpiadores,Pisos,Curadores"",$ 72.85,$80.94 x Lt";
"385682,QUITA CERA SUIZA-MADERA-AL SOLVENTE-LAT-CC.-900,,""Menú,Limpieza,Limpiadores,Pisos,Curadores"",$ 85.19,$189.31 x Lt";
"256295,DESINFECTANTE LÍQUIDO PARA PISOS LYSOFORM BEBE DOY PACK X 500ML,,""Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos"",$ 13.59,$30.2 x Lt";
"254120,DESINFECTANTE LÍQUIDO PARA PISOS LYSOFORM CÍTRICA DOY PACK X 500ML,,""Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos"",$ 13.59,$30.2 x Lt";
"279487,DESINFECTANTE LÍQUIDO PARA PISOS LYSOFORM LAVANDA DOY PACK X 500ML,,""Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos"",$ 13.59,$30.2 x Lt";
"275166,DESINFECTANTE LÍQUIDO PARA PISOS LYSOFORM ORIGINAL BOTELLA X 900ML,,""Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos"",$ 20.35,$22.61 x Lt";
"256294,DESINFECTANTE LÍQUIDO PARA PISOS LYSOFORM ORIGINAL DOY PACK X 500ML,,""Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos"",$ 13.59,$30.2 x Lt";
"275169,DESINFECTANTE LÍQUIDO PARA PISOS LYSOFORM ORIGINAL DOY PACK X 800ML,,""Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos"",$ 18.79,$23.49 x Lt";
"414896,""LIMP DESINFECTANTE LÍQ DETTOL ESPADOL LAVAND 1,8LT"",,""Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos"",$ 51.75,$28.75 x Lt";
"414884,LIMP DESINFECTANTE LÍQ DETTOL ESPADOL LAVAND 900ML,,""Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos"",$ 28.75,$31.94 x Lt";
"414893,""LIMP DESINFECTANTE LÍQ DETTOL ESPADOL MENTOL 1,8LT"",,""Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos"",$ 51.75,$28.75 x Lt";
"414883,LIMP DESINFECTANTE LÍQ DETTOL ESPADOL MENTOL 900ML,,""Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos"",$ 28.75,$31.94 x Lt";
"414890,""LIMP DESINFECTANTE LÍQ DETTOL ESPADOL ORIG. 1,8LT"",,""Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos"",$ 51.75,$28.75 x Lt";
"414882,LIMP DESINFECTANTE LÍQ DETTOL ESPADOL ORIG. 900ML,,""Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos"",$ 28.75,$31.94 x Lt";
"256327,LIMPIADOR BLEM PARA PISOS PLASTIFICADOS Y FLORANTES X 900ML,,""Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos"",$ 36.55,$40.61 x Lt";
"434261,""LIMPIADOR LIQ. NVA FÓRMULA PROCENEX FLORES DEL JARDÍN 1,8L"",,""Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos"",$ 31.61,$17.56 x Lt";
"434267,LIMPIADOR LIQ. NVA FÓRMULA PROCENEX FLORES DEL JARDÍN 5L,,""Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos"",$ 80.29,$16.06 x Lt";
"434211,LIMPIADOR LIQ. NVA FÓRMULA PROCENEX JAZMIN 900ML,,""Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos"",$ 18.99,$21.1 x Lt";
"434256,""LIMPIADOR LIQ. NVA FÓRMULA PROCENEX LAVANDA 1,8L"",,""Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos"",$ 31.61,$17.56 x Lt";
"434206,LIMPIADOR LIQ. NVA FÓRMULA PROCENEX LAVANDA 900ML,,""Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos"",$ 18.99,$21.1 x Lt";
"434243,""LIMPIADOR LIQ. NVA FÓRMULA PROCENEX LIMÓN 1,8L"",,""Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos"",$ 31.61,$17.56 x Lt";
"434204,LIMPIADOR LIQ. NVA FÓRMULA PROCENEX LIMÓN 900ML,,""Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos"",$ 18.99,$21.1 x Lt";
"330436,CIF LIMPIADOR VIDRIOS REPUESTO 500ML,,""Menú,Limpieza,Limpiadores,Vidrios y Multiuso"",$ 25.55,$51.1 x Lt";
"330434,CIF LIMPIADOR VIDRIOS Y MULTIUSO GATILLO X 500 ML,,""Menú,Limpieza,Limpiadores,Vidrios y Multiuso"",$ 33.14,$66.28 x Lt";
"435758,LIMPIADOR CIF VIDRIOS Y MULTIUSO-DOY-ML.-450,,""Menú,Limpieza,Limpiadores,Vidrios y Multiuso"",$ 16.25,$36.11 x Lt";
"435759,LIMPIADOR CIF VIDRIOS Y MULTIUSO-DOY-ML.-900,,""Menú,Limpieza,Limpiadores,Vidrios y Multiuso"",$ 28.81,$32.01 x Lt";
"348777,LIMPIADOR GIGANTE CONCENTRADO NOTAS DE MAR X 1.8 LT,,""Menú,Limpieza,Limpiadores,Vidrios y Multiuso"",$ 27.39,$15.22 x Lt";
"280782,LIMPIADOR LIQ. PROCENEX VIDRIOS REP 500ML,,""Menú,Limpieza,Limpiadores,Vidrios y Multiuso"",$ 6.51,$13.02 x Lt";
"461787,""LIMPIADOR MR MUSCULO FORM ACT, VIDS Y MULT GATILLO-CAMPOS DE LAVANDA-PET-ML.-500"",,""Menú,Limpieza,Limpiadores,Vidrios y Multiuso"",$ 36.99,$73.98 x Lt";
"461783,LIMPIADOR MR MUSCULO VIDRIOS Y MULTIUSO FORMULA ACTIVA-REPUESTO-CAMPOS DE LAVANDA-PET-ML.-500,,""Menú,Limpieza,Limpiadores,Vidrios y Multiuso"",$ 26.19,$52.38 x Lt";
"461786,LIMPIADOR MR MUSCULO VIDRIOS Y MULTIUSO-FORMULA ACTIVA-CAMPOS DE LAVANDA-DOY-ML.-900,,""Menú,Limpieza,Limpiadores,Vidrios y Multiuso"",$ 28.99,$32.21 x Lt";
"441545,LIMPIAVIDRIOS MR. MÚSCULO DOY PACK X 900ML,,""Menú,Limpieza,Limpiadores,Vidrios y Multiuso"",$ 27.59,$30.66 x Lt";
"441543,LIMPIAVIDRIOS MR. MÚSCULO GATILLO X 500ML,,""Menú,Limpieza,Limpiadores,Vidrios y Multiuso"",$ 31.10,$62.2 x Lt";
"441544,LIMPIAVIDRIOS MR. MÚSCULO REPUESTO X 500ML,,""Menú,Limpieza,Limpiadores,Vidrios y Multiuso"",$ 22.29,$44.58 x Lt";
"280779,ANTIGRASA BAÑO PROCENEX ESPUMA ACTIVA GAT 500ML,,""Menú,Limpieza,Limpiadores,Cocina"",$ 36.39,$72.78 x Lt";
"280781,ANTIGRASA COCINA PROCENEX ESPUMA ACTIVA REP 500ML,,""Menú,Limpieza,Limpiadores,Cocina"",$ 17.15,$34.3 x Lt";
"265672,CIF BAÑO LIMPIADOR POWER CREAM GATILLO X 500 CC,,""Menú,Limpieza,Limpiadores,Cocina"",$ 56.79,$113.58 x Lt";
"330320,CIF BAÑO LIMPIEZA DIARIA GATILLO X 500 ML,,""Menú,Limpieza,Limpiadores,Cocina"",$ 50.79,$101.58 x Lt";
"376786,CIF LIMPIADOR ANTIBACTERIAL GATILLO X 500 ML,,""Menú,Limpieza,Limpiadores,Cocina"",$ 58.45,$116.9 x Lt";
"265666,CIF LIMPIADOR ANTIGRASA POWER CREAM GATILLO X 500 ML,,""Menú,Limpieza,Limpiadores,Cocina"",$ 47.10,$94.2 x Lt";
"354002,LIMPIA INODORO LÍQ HARPIC POWER PLUS CITRUS 500ML,,""Menú,Limpieza,Limpiadores,Cocina"",$ 34.65,$69.3 x Lt";
"354003,LIMPIA INODORO LÍQ HARPIC POWER PLUS FLORAL 500ML,,""Menú,Limpieza,Limpiadores,Cocina"",$ 34.65,$69.3 x Lt";
"154124,LIMPIA INODORO LÍQ HARPIC POWER PLUS ORIGINAL 500ML,,""Menú,Limpieza,Limpiadores,Cocina"",$ 34.65,$69.3 x Lt";
"3495,LIMPIA INODORO LÍQUIDO HARPIC C/ LAVANDINA 500ML,,""Menú,Limpieza,Limpiadores,Cocina"",$ 34.65,$69.3 x Lt";
"62577,LIMPIA INODORO LÍQUIDO HARPIC EXTRA FUERTE 500ML,,""Menú,Limpieza,Limpiadores,Cocina"",$ 34.65,$69.3 x Lt";
"348521,LIMPIADOR ANTIBACTERIAL PROCENEX GEL C/LAVAND 495M,,""Menú,Limpieza,Limpiadores,Cocina"",$ 31.15,$62.93 x Lt";
"266764,LIMPIADOR ANTIGRASA LYSOFORM DOY PACK X 500ML,,""Menú,Limpieza,Limpiadores,Cocina"",$ 16.69,$33.38 x Lt";
"266763,LIMPIADOR ANTIGRASA LYSOFORM GATILLO X 500ML,,""Menú,Limpieza,Limpiadores,Cocina"",$ 34.30,$68.6 x Lt";
